Na_a. & adv._ No, not. See No.
Nab_n._ The summit of an eminence._ The cock of a gunlock._ The keeper, or box into which the lock is shot.
Nabbed_imp. & p. p._ of Nab
Nabbing_p. pr. & vb. n._ of Nab
Nab_v. t._ To catch or seize suddenly or unexpectedly.
Nabit_n._ Pulverized sugar candy.
Nabk_n._ The edible berries of the Zizyphys Lotus, a tree of Northern Africa, and Southwestern Europe.
Nabob_n._ A deputy or viceroy in India; a governor of a province of the ancient Mogul empire._ One who returns to Europe from the East with immense riches: hence, any man of great wealth.
Nacarat_n._ A pale red color, with a cast of orange._ Fine linen or crape dyed of this color.
Nacker_n._ See Nacre.
Nacre_n._ A pearly substance which lines the interior of many shells, and is most perfect in the mother-of-pearl. [Written also nacker and naker.] See Pearl, and Mother-of-pearl.
Nacreous_a._ Consisting of, or resembling, nacre; pearly.
Nad__ Alt. of Nadde
Nadde__ Had not.
Nadder_n._ An adder.
Nadir_n._ That point of the heavens, or lower hemisphere, directly opposite the zenith; the inferior pole of the horizon; the point of the celestial sphere directly under the place where we stand._ The lowest point; the time of greatest depression.
Naenia_n._ See Nenia.
Naeve_n._ A naevus.
Naevoid_a._ Resembling a naevus or naevi; as, naevoid elephantiasis.
Naevose_a._ Spotted; frecled.
Naevi_pl. _ of Navus
Navus_n._ A spot or mark on the skin of children when born; a birthmark; -- usually applied to vascular tumors, i. e., those consisting mainly of blood vessels, as dilated arteries, veins, or capillaries.
Nag_n._ A small horse; a pony; hence, any horse._ A paramour; -- in contempt.
Nagged_imp. & p. p._ of Nag
Nagging_p. pr. & vb. n._ of Nag
Nag_v. t. & i._ To tease in a petty way; to scold habitually; to annoy; to fret pertinaciously.
Nagging_a._ Fault-finding; teasing; persistently annoying; as, a nagging toothache.
Naggy_a._ Irritable; touchy.
Nagor_n._ A West African gazelle (Gazella redunca).
Nagyagite_n._ A mineral of blackish lead-gray color and metallic luster, generally of a foliated massive structure; foliated tellurium. It is a telluride of lead and gold.
Naiad_n._ A water nymph; one of the lower female divinities, fabled to preside over some body of fresh water, as a lake, river, brook, or fountain._ Any species of a tribe (Naiades) of freshwater bivalves, including Unio, Anodonta, and numerous allied genera; a river mussel._ One of a group of butterflies. See Nymph._ Any plant of the order Naiadaceae, such as eelgrass, pondweed, etc.
Naiant_a._ See Natant.
Naid_n._ Any one of numerous species of small, fresh-water, chaetopod annelids of the tribe Naidina. They belong to the Oligochaeta.
Naif_a._ Having a true natural luster without being cut; -- applied by jewelers to a precious stone._ Naive; as, a naif remark.
Naik_n._ A chief; a leader; a Sepoy corporal.
Nail_n._ the horny scale of plate of epidermis at the end of the fingers and toes of man and many apes._ The basal thickened portion of the anterior wings of certain hemiptera._ The terminal horny plate on the beak of ducks, and other allied birds._ A slender, pointed piece of metal, usually with a head, used for fastening pieces of wood or other material together, by being driven into or through them.
Nail_a._ A measure of length, being two inches and a quarter, or the sixteenth of a yard.
Nailed_imp. & p. p._ of Nail
Nailing_p. pr. & vb. n._ of Nail
Nail_n._ To fasten with a nail or nails; to close up or secure by means of nails; as, to nail boards to the beams._ To stud or boss with nails, or as with nails._ To fasten, as with a nail; to bind or hold, as to a bargain or to acquiescence in an argument or assertion; hence, to catch; to trap._ To spike, as a cannon.
Nailbrush_n._ A brush for cleaning the nails.
Nailer_n._ One whose occupation is to make nails; a nail maker._ One who fastens with, or drives, nails.
Naileress_n._ A women who makes nailes.
Naileries_pl. _ of Nailery
Nailery__ A manufactory where nails are made.
Nail-headed_a._ Having a head like that of a nail; formed so as to resemble the head of a nail.
Nailless_a._ Without nails; having no nails.
Nainsook_n._ A thick sort of jaconet muslin, plain or striped, formerly made in India.
Nais_n._ See Naiad.
Naissant_a._ Same as Jessant.
Naive_a._ Having native or unaffected simplicity; ingenuous; artless; frank; as, naive manners; a naive person; naive and unsophisticated remarks.
Naively_adv._ In a naive manner.
Naivete_n._ Native simplicity; unaffected plainness or ingenuousness; artlessness.
Naivety_n._ Naivete.
Nake_v.t._ To make naked.
Naked_a._ Having no clothes on; uncovered; nude; bare; as, a naked body; a naked limb; a naked sword._ Having no means of defense or protection; open; unarmed; defenseless._ Unprovided with needful or desirable accessories, means of sustenance, etc.; destitute; unaided; bare._ Without addition, exaggeration, or excuses; not concealed or disguised; open to view; manifest; plain._ Mere; simple; plain._ Without pubescence; as, a naked leaf or stem; bare, or not covered by the customary parts, as a flower without a perianth, a stem without leaves, seeds without a pericarp, buds without bud scales._ Not having the full complement of tones; -- said of a chord of only two tones, which requires a third tone to be sounded with them to make the combination pleasing to the ear; as, a naked fourth or fifth.
Nakedly_adv._ In a naked manner; without covering or disguise; manifestly; simply; barely.
Nakedness_n._ The condition of being naked._ The privy parts; the genitals.
Naker_n._ Same as Nacre._ A kind of kettledrum.
Nakoo_n._ The gavial.
Nale_n._ Ale; also, an alehouse.
Nall_n._ An awl.
Nam__ Am not._ imp. of Nim.
Namable_a._ Capable of being named.
Namation_n._ A distraining or levying of a distress; an impounding.
Namaycush_n._ A large North American lake trout (Salvelinus namaycush). It is usually spotted with red, and sometimes weighs over forty pounds. Called also Mackinaw trout, lake trout, lake salmon, salmon trout, togue, and tuladi.
Namby-pamby_n._ Talk or writing which is weakly sentimental or affectedly pretty.
Namby-pamby_a._ Affectedly pretty; weakly sentimental; finical; insipid.
Name_n._ The title by which any person or thing is known or designated; a distinctive specific appellation, whether of an individual or a class._ A descriptive or qualifying appellation given to a person or thing, on account of a character or acts._ Reputed character; reputation, good or bad; estimation; fame; especially, illustrious character or fame; honorable estimation; distinction._ Those of a certain name; a race; a family._ A person, an individual.
Named_imp. & p. p._ of Name
Naming_p. pr. & vb. n._ of Name
Name_n._ To give a distinctive name or appellation to; to entitle; to denominate; to style; to call._ To mention by name; to utter or publish the name of; to refer to by distinctive title; to mention._ To designate by name or specifically for any purpose; to nominate; to specify; to appoint; as, to name a day for the wedding._ To designate (a member) by name, as the Speaker does by way of reprimand.
Nameless_a._ Without a name; not having been given a name; as, a nameless star._ Undistinguished; not noted or famous._ Not known or mentioned by name; anonymous; as, a nameless writer._ Unnamable; indescribable; inexpressible.
Namelessly_adv._ In a nameless manner.
Namely_adv._ By name; by particular mention; specifically; especially; expressly._ That is to say; to wit; videlicet; -- introducing a particular or specific designation.
Namer_n._ One who names, or calls by name.
Namesake_n._ One that has the same name as another; especially, one called after, or named out of regard to, another.
Namo_adv._ No more.
Nan_inerj._ Anan.
Nandine_n._ An African carnivore (Nandinia binotata), allied to the civets. It is spotted with black.
Nandou_n._ Alt. of Nandu
Nandu_n._ Any one of three species of South American ostriches of the genera Rhea and Pterocnemia. See Rhea.
Nankeen_n._ A species of cloth, of a firm texture, originally brought from China, made of a species of cotton (Gossypium religiosum) that is naturally of a brownish yellow color quite indestructible and permanent._ An imitation of this cloth by artificial coloring._ Trousers made of nankeen.
Nanny_n._ A diminutive of Ann or Anne, the proper name.
Nannyberry_n._ See Sheepberry.
Nanpie_n._ The magpie.
Naos_n._ A term used by modern archaeologists instead of cella. See Cella.
Napped_imp. & p. p._ of Nap
Napping_p. pr. & vb. n._ of Nap
Nap_v. i._ To have a short sleep; to be drowsy; to doze._ To be in a careless, secure state.
Nap_n._ A short sleep; a doze; a siesta._ Woolly or villous surface of felt, cloth, plants, etc.; an external covering of down, of short fine hairs or fibers forming part of the substance of anything, and lying smoothly in one direction; the pile; -- as, the nap of cotton flannel or of broadcloth._ The loops which are cut to make the pile, in velvet.
Nap_v. t._ To raise, or put, a nap on.
Nape_n._ The back part of the neck.
Nape-crest_n._ An African bird of the genus Schizorhis, related to the plantain eaters.
Naperies_pl. _ of Napery
Napery_n._ Table linen; also, linen clothing, or linen in general.
